order_id,product_id,quantity
102445,99,1
102446,9,2
102447,59,1
102448,58,2
102449,15,1
102449,81,1
102449,113,1
102450,46,1
102451,89,2
102452,43,2
102452,91,1
102452,75,1
102453,47,2
102453,80,1
102454,89,1
102454,1,1
102455,97,1
102455,29,1
102456,109,0
102456,108,2
102457,2,1
102458,39,1
102459,3,2
102459,65,1
102460,51,1
102461,21,1
102461,95,1
102462,61,1
102462,60,1
102463,104,1
102463,110,2
102463,6,1
102464,28,1
102465,2,1
102465,71,2
102465,94,1
102466,32,0
102466,27,1
102467,120,1
102468,65,1
102468,9,0
102468,106,2
102469,51,1
102470,2,1
102471,5,0
102471,11,1
102471,103,2
102472,83,1
102472,7,1
102472,76,1
102473,54,1
102473,66,1
102473,80,1
102474,24,0
102475,62,1
102475,1,2
102475,79,1
102476,94,1
102477,16,1
102477,86,1
102477,75,1
102478,96,1
102478,84,1
102478,102,1
102479,18,1
102479,52,1
102480,104,1
102481,26,1
102481,118,1
102482,53,1
102482,115,1
102483,101,1
102483,13,1
102483,59,2
102484,51,0
102484,83,1
102484,106,1
102485,78,1
102485,14,2
102486,37,1
102486,118,1
102487,75,1
102487,44,0
102488,108,2
102489,26,2
102490,43,1
102491,27,1
102491,117,1
102491,5,2
102492,28,1
102492,7,0
102493,16,2
102493,91,2
102493,120,1
102494,18,2
102495,34,1
102495,1,2
102496,8,1
102496,67,1
102497,59,1
102497,59,1
102498,83,1
102498,71,1
102498,98,1
102499,47,1
102500,94,1
102501,24,1
102502,100,1
102503,104,1
102504,69,2
102505,28,2
102505,9,1
102506,18,1
102506,110,1
102507,10,1
102507,112,1
102508,8,2
102508,55,1
102508,17,1
102509,12,0
102509,20,2
102509,62,1
102510,17,1
102510,38,2
102510,79,1
102511,73,2
102511,22,1
102512,45,1
102513,42,1
102513,38,1
102513,37,1
102514,104,1
102514,116,1
102515,38,1
102516,46,1
102517,106,1
102517,98,1
102517,7,2
102518,100,2
102518,46,0
102518,12,2
102519,8,1
102520,61,1
102520,54,2
102521,35,2
102521,84,1
102522,79,1
102522,6,1
102523,81,2
102524,38,0
102524,44,1
102525,116,0
102525,66,2
102525,73,2
102526,68,1
102526,19,1
102527,99,1
102528,116,2
102529,67,2
102529,61,1
102530,75,1
102530,77,1
102530,93,2
102531,14,0
102531,9,1
102531,91,1
102532,19,1
102532,41,1
102533,93,1
102534,93,1
102534,29,0
102535,73,1
102535,118,1
102535,99,1
102536,41,1
102537,70,1
102538,19,1
102538,64,0
102539,79,2
102540,19,1
102540,68,2
102541,32,1
102542,81,1
102542,31,1
102542,106,1
102543,54,1
102543,15,1
102544,96,1
102545,66,2
102545,24,1
102546,60,1
102546,1,1
102546,91,2
102547,18,1
102547,18,1
102548,99,1
102548,19,2
102549,104,2
102550,79,1
102551,93,1
102552,53,1
102552,94,1
102553,63,1
102554,98,2
102555,15,1
102555,112,1
102555,61,2
102556,106,1
102556,109,0
102556,6,2
102557,53,0
102558,22,2
102559,27,1
102560,6,1
102560,13,1
102560,94,1
102561,2,1
102562,101,1
102562,53,2
102562,7,2
102563,43,1
102564,84,1
102564,59,1
102564,21,1
102565,50,1
102565,49,1
102565,120,2
102566,29,1
102566,15,2
102567,108,1
102568,97,1
102568,5,0
102568,31,1
102569,37,1
102570,2,1
102570,34,1
102571,60,1
102571,31,1
102572,102,1
102573,42,2
102573,51,1
102573,11,1
102574,111,1
102575,75,1
102576,120,2
102577,46,1
102577,43,1
102577,2,1
102578,35,2
102579,40,2
102580,15,1
102581,84,1
102581,91,1
102581,84,1
102582,62,1
102583,117,0
102583,17,2
102583,56,1
102584,43,2
102584,69,2
102585,92,1
102585,12,1
102586,119,0
102586,101,1
102587,92,1
102587,49,2
102588,95,1
102589,54,1
102590,48,1
102591,113,1
102591,37,1
102592,91,2
102592,70,1
102593,13,1
102593,60,2
102593,46,1
102594,81,2
102594,21,1
102594,1,1
102595,73,1
102596,36,2
102596,32,2
102597,79,1
102598,68,1
102598,116,2
102599,90,1
102599,8,1
102599,37,1
102600,114,1
102600,94,1
102601,23,1
102601,66,2
102602,60,1
102602,108,1
102603,89,1
102603,110,1
102603,118,2
102604,4,1
102604,8,1
102605,28,1
102605,1,1
102605,111,1
102606,88,1
102607,30,1
102607,42,2
102607,10,1
102608,38,1
102608,1,2
102609,45,1
102609,45,1
102610,53,1
102611,103,1
102611,14,1
102612,82,1
102613,16,1
102613,48,1
102614,110,2
102614,79,1
102614,33,2
102615,79,1
102615,57,2
102616,77,1
102616,71,1
102616,116,2
102617,102,1
102617,12,1
102618,24,2
102618,119,1
102618,111,2
102619,108,1
102619,92,2
102620,86,1
102621,23,1
102621,10,1
102622,46,1
102622,51,1
102623,103,1
102623,93,1
102623,99,1
102624,8,1
102624,100,1
102624,19,2
102625,12,1
102626,2,1
102627,103,2
102628,42,2
102628,68,1
102628,33,1
102629,34,1
102629,119,1
102629,50,1
102630,9,1
102631,36,2
102631,40,1
102631,38,1
102632,64,2
102632,39,1
102633,25,1
102633,46,1
102633,35,1
102634,93,1
102634,84,1
102634,96,1
102635,45,1
102635,69,1
102635,55,1
102636,41,2
102636,67,1
102636,59,2
102637,6,1
102638,101,2
102638,43,1
102638,13,2
102639,92,2
102640,65,1
102640,5,1
102641,18,1
102641,39,1
102641,72,0
102642,33,2
102642,113,1
102642,15,2
102643,44,1
102644,89,1
102644,86,1
102645,34,1
102645,77,1
102645,39,1
102646,69,1
102646,36,1
102647,4,0
102648,107,1
102648,33,1
102648,40,1
102649,9,1
102649,71,1
102649,50,2
102650,118,2
102650,34,2
102651,50,1
102651,38,1
102651,8,2
102652,82,2
102652,44,1
102653,63,1
102654,19,1
102655,85,1
102655,65,1
102655,19,1
102656,47,1
102656,39,1
102657,90,1
102657,95,1
102658,28,1
102658,43,1
102659,99,1
102659,53,2
102659,79,1
102660,58,1
102660,118,1
102660,111,1
102661,77,1
102662,84,1
102662,79,1
102663,64,2
102663,92,1
102663,36,0
102664,67,1
102664,53,1
102664,111,2
102665,119,1
102665,74,2
102665,120,1
102666,77,1
102666,12,1
102667,3,1
102668,58,1
102669,72,1
102669,7,2
102669,16,2
102670,46,1
102671,93,1
102671,96,1
102671,85,1
102672,92,2
102672,59,1
102672,16,1
102673,2,1
102674,79,1
102675,97,2
102676,29,1
102676,98,2
102676,8,0
102677,22,1
102677,23,1
102678,109,1
102679,105,1
102679,21,1
102679,86,2
102680,24,1
102680,50,1
102681,55,1
102682,105,1
102682,23,1
102683,110,1
102683,83,2
102684,96,1
102685,88,0
102686,117,2
102687,106,2
102687,65,1
102688,76,1
102688,75,1
102689,100,2
102689,75,1
102690,58,1
102690,97,2
102691,10,1
102692,93,2
102693,46,1
102693,32,1
102693,119,1
102694,40,1
102694,116,1
102694,86,1
102695,66,1
102695,64,1
102695,84,2
102696,8,2
102697,18,1
102697,37,1
102698,34,1
102699,47,0
102699,16,1
102699,93,1
102700,27,1
102700,10,1
102701,30,2
102701,116,1
102701,96,1
102702,67,1
102702,13,1
102702,18,1
102703,82,1
102703,48,2
102703,102,2
102704,51,1
102705,91,0
102705,53,1
102705,51,1
102706,104,1
102707,27,2
102708,63,1
102708,53,1
102708,51,1
102709,22,2
102709,19,2
102710,45,2
102710,58,2
102710,70,1
102711,90,1
102712,41,1
102712,82,1
102713,7,1
102713,54,1
102714,14,2
102714,22,2
102715,13,1
102715,43,1
102715,1,0
102716,82,1
102717,68,2
102717,92,2
102718,89,2
102718,77,2
102719,80,2
102719,8,1
102720,13,1
102720,43,1
102720,78,2
102721,20,1
102721,56,1
102722,21,1
102722,32,2
102722,4,2
102723,41,1
102724,77,2
102724,38,2
102724,86,2
102725,65,2
102725,32,1
102726,102,1
102727,48,1
102728,78,2
102729,88,1
102729,103,1
102730,82,1
102730,45,0
102731,54,1
102732,106,1
102732,62,1
102732,2,1
102733,114,2
102734,97,1
102735,85,2
102736,42,2
102736,3,1
102737,34,1
102738,68,1
102738,50,1
102738,73,1
102739,102,2
102740,66,1
102740,54,2
102741,84,1
102741,25,1
102741,94,1
102742,11,2
102742,13,1
102743,49,2
102743,54,1
102743,51,1
102744,65,0
102744,31,2
102745,13,2
102746,30,1
102747,63,1
102748,20,1
102748,111,1
102749,38,1
102749,36,1
102749,81,1
102750,75,1
102751,91,1
102752,50,1
102752,117,2
102752,40,1
102753,57,1
102753,10,0
102754,47,1
102754,19,1
102754,4,1
102755,94,1
102756,94,1
102757,105,1
102757,76,2
102757,8,1
102758,1,2
102759,90,1
102759,45,1
102760,54,2
102761,30,1
102762,89,1
102762,64,1
102763,113,1
102764,99,2
102765,53,2
102766,95,1
102767,87,2
102767,3,2
102768,108,1
102769,40,1
102769,30,1
102769,27,1
102770,118,1
102770,63,2
102770,30,1
102771,83,1
102771,78,0
102771,2,1
102772,30,1
102773,103,1
102773,66,1
102774,119,2
102775,100,1
102775,24,2
102775,15,2
102776,2,2
102776,89,1
102776,7,1
102777,112,2
102778,105,1
102779,3,1
102779,107,1
102780,56,0
102780,13,1
102780,112,1
102781,69,1
102781,96,1
102782,52,2
102782,15,0
102783,115,2
102784,101,2
102784,10,1
102785,10,1
102785,50,0
102786,41,1
102786,14,1
102787,99,1
102787,58,2
102788,92,1
102788,97,1
102789,27,1
102789,54,1
102789,90,2
102790,100,1
102790,51,0
102791,111,1
102791,73,1
102792,33,2
102792,25,1
102793,98,1
102793,48,1
102794,78,1
102794,75,1
102794,109,1
102795,19,0
102796,22,2
102797,120,1
102798,73,1
102798,105,1
102799,11,0
102799,101,1
102800,3,1
102800,67,1
102801,49,1
102801,46,1
102802,105,1
102802,118,1
102803,60,1
102803,41,1
102803,23,1
102804,120,1
102804,56,1
102804,63,1
102805,6,1
102805,33,1
102806,117,1
102806,44,1
102806,116,1
102807,100,1
102807,67,1
102808,111,2
102809,94,0
102810,2,0
102811,13,1
102811,48,1
102811,41,1
102812,80,2
102812,85,2
102812,45,1
102813,16,1
102813,15,1
102814,6,1
102814,98,2
102814,11,1
102815,97,1
102815,106,1
102816,7,1
102816,10,0
102817,26,2
102817,14,1
102817,67,1
102818,8,1
102819,77,1
102819,113,1
102820,85,2
102820,67,1
102821,36,1
102821,31,1
102822,51,1
102822,57,1
102823,120,2
102824,92,2
102824,19,1
102825,47,1
102825,96,2
102825,80,2
102826,40,1
102826,103,2
102826,10,1
102827,14,2
102827,55,2
102827,68,1
102828,119,1
102828,89,1
102828,115,1
102829,109,1
102829,25,2
102830,71,1
102830,103,2
102830,8,1
102831,35,1
102832,44,1
102833,88,1
102833,103,2
102834,109,1
102835,73,1
102835,107,1
102835,87,1
102836,27,2
102837,26,2
102837,43,2
102837,56,0
102838,119,1
102838,102,0
102839,39,1
102839,11,1
102840,98,1
102841,45,2
102841,2,1
102842,63,1
102843,7,1
102844,5,1
102845,72,1
102846,39,2
102847,27,1
102847,38,1
102848,68,1
102849,57,1
102849,70,1
102849,24,1
102850,37,1
102850,88,1
102851,36,1
102852,27,1
102852,98,1
102853,92,0
102853,55,1
102854,63,2
102855,55,1
102855,98,1
102856,29,1
102856,117,1
102857,13,1
102857,105,1
102858,66,1
102859,52,1
102859,17,1
102859,61,2
102860,73,1
102860,32,1
102861,67,2
102861,120,2
102861,2,1
102862,84,1
102862,62,1
102863,53,1
102863,37,1
102864,102,1
102864,22,1
102864,112,1
102865,71,1
102865,112,1
102865,9,1
102866,63,1
102867,27,1
102868,37,2
102868,94,1
102868,81,1
102869,43,0
102870,6,2
102871,71,1
102871,120,1
102871,86,1
102872,21,1
102872,107,1
102873,109,2
102873,106,1
102874,89,0
102874,101,1
102875,16,1
102875,24,1
102876,35,1
102876,63,1
102877,48,1
102878,103,1
102878,14,1
102879,13,1
102879,120,2
102879,2,1
102880,70,1
102881,106,1
102881,17,1
102881,119,0
102882,84,0
102882,29,1
102882,120,2
102883,9,1
102884,8,0
102884,89,1
102885,51,1
102885,19,1
102885,9,1
102886,45,1
102886,43,1
102887,40,0
102887,110,1
102888,88,1
102888,49,2
102889,95,1
102889,62,1
102890,78,1
102890,22,1
102891,59,1
102891,101,2
102891,42,1
102892,89,2
102893,41,1
102893,13,1
102893,96,1
102894,68,2
102895,119,1
102895,120,2
102896,109,1
102897,25,2
102897,58,1
102898,108,1
102898,61,0
102899,63,0
102899,10,1
102900,27,1
102901,37,1
102902,119,1
102902,108,1
102903,6,1
102904,94,1
102904,38,1
102904,19,2
102905,2,2
102905,60,1
102906,109,1
102907,52,0
102907,35,1
102908,50,1
102908,37,1
102908,13,1
102909,112,1
102909,15,0
102910,73,1
102910,10,2
102910,71,1
102911,62,2
102911,88,1
102911,23,0
102912,71,1
102912,100,1
102912,55,1
102913,24,1
102913,44,2
102914,34,1
102914,32,1
102915,19,1
102915,14,2
102915,66,1
102916,26,0
102916,76,1
102917,4,1
102917,77,1
102918,17,1
102918,43,0
102919,55,0
102920,118,1
102920,88,1
102921,3,2
102921,78,1
102922,37,2
102922,88,1
102923,61,2
102924,45,1
102925,44,1
102925,35,1
102926,76,2
102926,71,1
102926,52,2
102927,53,1
102928,75,1
102928,116,1
102928,84,1
102929,26,1
102930,82,1
102931,76,1
102932,29,0
102932,112,1
102933,9,1
102933,87,1
102933,79,0
102934,80,0
102935,78,1
102936,113,2
102937,85,1
102938,74,1
102938,92,0
102939,86,1
102939,23,1
102939,82,1
102940,17,2
102940,55,2
102941,115,1
102941,40,2
102941,24,1
102942,14,1
102942,22,1
102943,47,1
102944,53,1
102944,55,1
102945,97,1
102945,57,1
102946,29,2
102946,83,1
102946,54,1
102947,106,1
102947,68,1
102948,42,1
102948,4,0
102948,51,0
102949,73,1
102949,30,2
102950,31,1
102950,30,1
102951,31,1
102952,28,1
102952,85,2
102952,97,2
102953,53,1
102954,87,2
102954,6,1
102955,74,2
102955,102,2
102955,100,1
102956,99,1
102956,107,0
102957,60,1
102957,31,2
102957,52,1
102958,77,1
102959,41,1
102959,61,1
102959,6,0
102960,35,1
102961,17,1
102961,38,2
102961,42,0
102962,14,1
102962,91,1
102963,56,1
102963,8,1
102964,97,2
102965,116,0
102965,63,1
102966,95,1
102966,65,1
102966,84,1
102967,99,1
102967,50,2
102967,66,1
102968,96,2
102969,57,1
102969,114,1
102970,81,1
102970,44,1
102971,100,1
102971,120,2
102972,93,1
102972,65,1
102972,107,2
102973,71,1
102974,41,1
102974,116,2
102975,48,1
102975,56,2
102975,3,1
102976,59,1
102976,2,1
102976,19,2
102977,109,2
102977,26,1
102977,69,2
102978,59,1
102978,15,1
102979,78,1
102979,48,2
102979,99,2
102980,66,1
102980,112,1
102981,103,1
102981,73,1
102982,23,1
102983,22,1
102983,26,0
102984,12,1
102984,41,2
102984,102,1
102985,3,1
102986,92,1
102986,76,1
102987,116,1
102988,11,2
102988,7,1
102988,62,1
102989,43,1
102989,44,1
102989,8,1
102990,87,0
102991,25,2
102991,94,1
102992,14,1
102993,65,1
102993,104,1
102994,101,1
102994,118,1
102994,101,1
102995,90,0
102995,14,2
102995,25,1
102996,91,1
102997,108,2
102997,11,2
102998,33,2
102999,49,0
103000,4,2
103001,53,1
103002,83,2
103002,19,1
103002,6,1
103003,93,1
103004,11,1
103004,61,1
103004,114,1
103005,4,1
103005,40,2
103005,16,2
103006,6,1
103006,13,2
103007,69,1
103008,47,1
103008,118,2
103008,48,1
103009,79,2
103009,2,2
103010,87,1
103011,89,1
103012,17,1
103012,90,1
103013,112,1
103013,100,1
103013,104,0
103014,2,2
103015,59,1
103016,81,1
103016,60,1
103017,109,1
103018,17,1
103018,21,1
103018,43,0
103019,31,1
103019,91,1
103019,82,0
103020,73,1
103020,109,1
103020,111,1
103021,73,2
103021,85,1
103022,17,1
103023,2,2
103023,114,1
103024,75,0
103024,110,1
103024,113,1
103025,16,1
103025,22,1
103025,55,1
103026,79,2
103026,114,1
103027,15,1
103027,21,2
103028,48,1
103028,5,1
103028,95,1
103029,16,2
103029,12,1
103029,88,1
103030,16,1
103030,28,1
103030,12,1
103031,109,1
103031,44,2
103032,110,0
103032,18,1
103032,36,1
103033,68,1
103033,19,2
103033,74,2
103034,37,0
103035,73,1
103035,5,0
103035,29,1
103036,32,1
103037,60,2
103038,52,2
103038,23,0
103038,111,1
103039,37,2
103039,38,1
103040,25,1
103040,10,1
103040,83,1
103041,76,1
103042,120,1
103043,120,1
103043,8,2
103044,40,1
103044,15,2
103045,26,2
103045,58,1
103045,12,1
103046,40,1
103046,50,1
103047,3,1
103048,4,1
103048,57,1
103049,98,1
103049,21,2
103049,54,1
103050,61,1
103051,93,1
103052,84,2
103053,77,2
103054,60,1
103054,19,2
103054,62,2
103055,105,1
103056,90,2
103056,41,1
103056,69,1
103057,112,1
103058,118,1
103058,64,1
103058,20,2
103059,42,2
103059,101,1
103060,43,2
103061,17,1
103061,13,1
103062,18,1
103062,118,1
103063,62,1
103064,40,2
103065,68,1
103065,69,1
103066,5,1
103066,14,2
103067,95,1
103067,91,1
103068,92,1
103068,84,1
103068,97,1
103069,117,1
103069,72,1
103069,53,2
103070,115,0
103070,34,1
103071,105,2
103071,118,1
103072,50,1
103073,100,2
103073,8,1
103074,22,1
103074,107,1
103074,99,1
103075,5,1
103075,20,1
103075,25,1
103076,27,1
103076,38,2
103076,9,1
103077,91,1
103078,79,2
103078,16,2
103079,32,1
103079,68,1
103079,79,2
103080,6,1
103080,67,2
103081,19,1
103081,65,2
103081,46,1
103082,58,1
103083,94,1
103084,39,2
103084,27,2
103085,51,1
103085,83,2
103085,16,1
103086,51,1
103087,13,1
103088,26,1
103088,46,1
103088,7,1
103089,59,1
103089,35,2
103090,63,1
103091,5,1
103091,54,1
103091,47,1
103092,117,1
103092,68,1
103092,80,1
103093,91,0
103094,24,2
103094,29,2
103094,85,1
103095,105,1
103095,30,2
103096,70,1
103096,15,1
103096,108,1
103097,87,2
103097,100,1
103098,69,1
103098,73,1
103098,13,2
103099,105,0
103100,67,1
103100,13,0
103100,105,1
103101,106,1
103101,103,1
103102,10,1
103102,63,2
103103,54,2
103103,5,1
103103,33,1
103104,59,2
103104,37,1
103105,92,1
103105,33,2
103106,100,1
103106,26,1
103106,105,2
103107,96,1
103107,14,1
103107,96,2
103108,25,2
103108,2,1
103108,110,2
103109,48,2
103110,90,2
103110,45,1
103111,21,1
103111,62,1
103112,35,1
103113,76,1
103114,49,1
103114,36,1
103115,112,1
103115,61,2
103116,39,0
103116,32,1
103116,93,2
103117,106,1
103117,74,1
103117,21,1
103118,99,1
103118,35,1
103118,69,2
103119,51,2
103119,102,1
103120,25,1
103120,35,1
103121,24,1
103122,86,1
103123,116,1
103123,99,1
103123,18,1
103124,6,1
103124,20,1
103125,38,1
103126,9,1
103126,4,2
103127,44,1
103128,23,1
103128,69,1
103128,18,1
103129,16,2
103130,110,1
103130,78,1
103130,3,1
103131,31,0
103131,1,2
103131,6,1
103132,2,1
103132,71,1
103133,107,1
103134,86,1
103134,9,2
103134,69,2
103135,27,1
103135,9,2
103136,63,1
103136,33,1
103137,15,1
103138,69,2
103138,13,1
103139,97,1
103139,110,1
103140,113,2
103140,20,2
103141,38,1
103141,83,1
103142,30,1
103142,113,1
103143,19,2
103144,7,1
103144,2,2
103145,88,1
103145,120,2
103145,29,1
103146,86,1
103146,54,1
103146,47,1
103147,53,2
103148,19,1
103149,101,1
103150,97,2
103150,70,1
103150,114,1
103151,38,1
103152,115,2
103152,60,2
103152,66,2
103153,77,1
103153,101,2
103154,73,2
103155,84,1
103155,29,0
103156,84,1
103156,120,1
103156,86,1
103157,86,1
103157,43,1
103158,9,2
103158,7,1
103159,119,2
103160,110,1
103161,113,1
103162,113,1
103163,114,2
103163,103,0
103163,43,1
103164,86,2
103164,23,1
103164,45,1
103165,112,1
103166,29,2
103167,55,2
103167,1,2
103168,10,1
103169,26,2
103170,104,1
103170,96,1
103170,92,1
103171,112,1
103172,72,1
103172,48,1
103172,35,1
103173,61,2
103173,113,1
103173,8,2
103174,96,2
103174,25,1
103175,23,1
103175,46,1
103175,101,2
103176,61,1
103177,38,1
103177,51,1
103177,85,2
103178,81,1
103178,96,2
103178,54,1
103179,112,2
103179,74,0
103179,83,1
103180,61,1
103181,12,1
103181,104,1
103182,28,1
103182,95,2
103183,52,1
103183,82,1
103184,113,1
103185,38,2
103185,46,2
103185,35,1
103186,108,1
103187,109,1
103188,49,2
103189,90,1
103189,119,1
103189,71,2
103190,114,2
103190,99,1
103191,25,1
103192,27,1
103193,76,1
103193,94,1
103193,4,2
103194,81,1
103194,56,1
103194,58,1
103195,17,1
103195,88,1
103196,86,1
103197,34,1
103198,6,1
103198,37,1
103198,102,1
103199,44,1
103199,99,2
103199,83,0
103200,69,1
103201,114,0
103201,63,1
103202,47,2
103203,53,1
103204,23,2
103204,41,2
103204,21,1
103205,120,2
103206,92,2
103207,93,1
103207,98,1
103207,42,2
103208,106,1
103208,115,1
103209,91,1
103210,76,1
103211,43,1
103211,84,1
103212,112,1
103212,50,2
103212,7,2
103213,57,2
103213,23,1
103213,58,2
103214,19,2
103214,53,1
103214,34,2
103215,61,1
103215,59,1
103215,107,1
103216,101,2
103217,67,2
103217,38,1
103217,49,1
103218,5,2
103219,5,2
103220,104,2
103220,9,1
103221,27,1
103221,84,1
103222,53,1
103223,12,1
103224,31,1
103224,61,1
103225,71,1
103225,49,2
103225,101,1
103226,60,2
103226,32,1
103227,109,2
103227,44,1
103227,116,1
103228,4,1
103228,97,2
103228,16,1
103229,74,1
103229,98,1
103229,22,2
103230,31,2
103231,7,0
103231,19,2
103231,32,1
103232,83,1
103232,80,1
103232,63,1
103233,24,1
103234,33,2
103235,5,1
103236,58,1
103236,65,1
103237,75,1
103237,76,1
103237,23,2
103238,64,2
103239,46,1
103239,55,2
103239,104,1
103240,68,2
103240,70,1
103241,86,1
103241,79,1
103242,93,1
103242,34,1
103243,55,1
103243,69,1
103243,107,1
103244,47,1
103244,27,1
103244,57,1
103245,37,2
103246,27,1
103247,85,1
103247,14,2
103247,52,1
103248,29,1
103248,17,2
103249,91,1
103249,40,1
103250,5,1
103250,41,1
103250,91,1
103251,55,2
103251,27,2
103252,31,1
103253,104,1
103253,104,2
103254,54,1
103255,103,1
103255,30,1
103256,118,1
103257,91,1
103257,19,2
103257,12,1
103258,95,1
103258,115,2
103259,3,1
103260,87,2
103260,17,0
103261,55,1
103262,106,1
103262,37,1
103262,105,2
103263,60,1
103264,74,1
103265,42,1
103265,19,1
103265,82,0
103266,64,1
103266,16,1
103266,40,1
103267,58,1
103267,23,1
103268,24,1
103268,81,2
103269,74,0
103269,14,1
103269,33,2
103270,59,1
103270,29,1
103270,32,1
103271,39,1
103272,13,1
103272,7,1
103273,9,1
103273,111,1
103274,43,2
103275,30,2
103275,41,0
103275,8,1
103276,120,2
103276,115,0
103276,112,1
103277,7,1
103278,97,2
103278,82,1
103279,1,0
103279,96,1
103279,89,1
103280,47,1
103280,92,1
103281,73,1
103281,32,1
103281,118,1
103282,33,2
103282,117,1
103282,31,1
103283,106,1
103283,81,1
103284,1,1
103285,35,1
103286,86,1
103287,116,2
103287,87,2
103287,104,2
103288,38,2
103289,85,1
103289,44,1
103289,63,1
103290,95,2
103291,29,1
103291,30,2
103291,94,2
103292,115,1
103292,26,2
103292,12,1
103293,20,1
103293,100,1
103294,108,1
103294,80,1
103295,87,2
103295,119,0
103295,3,1
103296,40,2
103297,112,1
103298,68,1
103298,107,1
103299,5,1
103299,50,2
103299,49,1
103300,86,2
103301,17,1
103302,30,1
103302,8,1
103303,46,1
103303,82,2
103303,96,2
103304,22,1
103304,6,1
103304,11,1
103305,68,1
103305,1,0
103306,79,1
103306,40,1
103307,68,1
103308,23,1
103309,10,2
103309,38,2
103310,16,1
103310,15,1
103311,25,1
103311,59,1
103312,92,1
103313,33,2
103313,41,1
103313,37,1
103314,102,2
103315,84,1
103316,50,1
103316,110,1
103317,80,1
103317,54,1
103318,118,1
103319,80,2
103320,50,2
103320,83,1
103321,109,2
103321,48,1
103322,119,1
103323,44,1
103323,21,1
103324,60,0
103324,120,1
103324,24,2
103325,16,2
103325,56,2
103326,38,1
103326,99,2
103327,118,1
103327,36,2
103327,57,1
103328,49,1
103329,80,1
103330,101,1
103331,36,1
103332,99,2
103332,115,1
103332,6,1
103333,105,1
103333,109,2
103334,46,1
103334,64,1
103335,118,1
103335,48,1
103335,53,1
103336,89,1
103337,34,1
103338,70,1
103338,20,1
103339,104,2
103339,114,1
103339,120,1
103340,53,0
103341,43,1
103342,54,2
103342,72,1
103342,112,2
103343,99,1
103344,1,1
103344,75,1
103345,9,1
103345,119,1
103346,102,1
103346,105,2
103347,34,1
103348,38,1
103348,104,2
103348,65,2
103349,41,1
103349,105,1
103350,114,1
103350,58,1
103351,52,2
103351,40,1
103352,113,1
103352,47,2
103353,114,1
103354,40,2
103355,63,1
103355,107,1
103355,15,1
103356,62,2
103357,112,1
103357,28,1
103358,16,1
103358,53,1
103359,18,1
103359,4,1
103359,22,1
103360,60,1
103360,58,1
103360,41,1
103361,72,1
103361,102,1
103362,75,1
103362,115,2
103363,7,1
103363,23,1
103363,67,1
103364,55,1
103365,79,1
103365,39,1
103366,13,2
103366,38,2
103366,119,1
103367,117,1
103368,94,1
103368,61,1
103369,71,1
103370,60,1
103370,73,0
103370,83,1
103371,60,2
103372,113,2
103372,38,1
103372,93,1
103373,96,1
103373,76,1
103374,109,2
103374,40,1
103375,93,1
103375,100,2
103376,29,1
103376,113,2
103377,38,2
103377,120,1
103378,88,0
103379,65,2
103379,79,1
103379,6,1
103380,118,1
103380,3,1
103380,2,1
103381,51,1
103381,87,1
103382,38,1
103382,71,2
103382,72,1
103383,79,2
103383,87,1
103384,47,1
103385,111,1
103385,58,2
103385,28,1
103386,39,1
103386,59,1
103386,25,1
103387,98,1
103387,19,1
103387,92,1
103388,68,1
103388,103,1
103389,110,2
103390,25,1
103390,102,1
103390,22,1
103391,2,1
103392,53,1
103393,41,1
103393,7,2
103393,60,1
103394,89,1
103394,117,0
103395,85,1
103395,107,1
103395,15,2
103396,49,0
103396,54,1
103397,32,2
103398,48,1
103398,44,1
103398,20,1
103399,2,1
103399,43,1
103400,103,1
103400,5,1
103401,71,1
103402,7,1
103403,97,1
103404,79,1
103405,81,2
103405,100,1
103406,69,2
103406,19,1
103406,120,2
103407,110,1
103407,91,1
103407,54,0
103408,19,1
103409,93,1
103409,46,1
103409,55,1
103410,112,1
103410,86,1
103411,111,2
103411,81,1
103411,23,2
103412,18,2
103412,76,2
103412,90,1
103413,88,1
103413,8,1
103414,7,1
103415,58,1
103415,111,1
103416,89,1
103416,69,1
103417,60,2
103418,67,1
103418,31,1
103419,27,1
103420,37,2
103420,53,1
103420,38,1
103421,88,1
103422,113,0
103423,90,1
103423,116,0
103424,16,2
103425,85,1
103425,87,1
103425,54,1
103426,41,1
103426,64,1
103427,18,1
103427,105,1
103428,99,1
103428,18,1
103429,105,1
103429,85,1
103430,15,1
103430,34,2
103431,33,2
103432,71,1
103433,15,2
103433,50,1
103434,29,1
103435,48,1
103435,91,1
103435,20,2
103436,43,1
103437,83,1
103438,47,1
103438,98,1
103438,1,1
103439,40,1
103439,3,1
103439,100,2
103440,39,2
103440,112,1
103441,29,1
103442,46,2
103443,45,1
103444,67,1
103445,78,2
103446,73,0
103446,22,1
103447,20,1
103447,21,1
103447,85,1
103448,79,1
103448,22,1
103448,91,1
103449,79,2
103450,12,1
103451,3,1
103452,31,1
103452,73,2
103453,77,1
103454,41,1
103454,76,1
103454,32,1
103455,31,1
103456,79,1
103456,88,1
103456,48,1
103457,24,1
103457,39,1
103457,66,2
103458,2,2
103459,68,1
103459,119,2
103459,1,1
103460,11,1
103460,59,1
103460,64,1
103461,9,1
103461,26,1
103461,11,1
103462,28,1
103462,49,1
103462,61,2
103463,88,1
103463,104,2
103463,63,1
103464,49,1
103464,20,1
