order_id,user_id,channel,payment_method,order_value,is_refund,order_date
102514,1162,social,credit_card,81.23,0,2023-01-05
102515,1641,email,paypal,84.93,0,2023-01-25
102516,2952,Paid Search,credit_card,18.44,0,2022-07-01
102517,730,Paid Search,afterpay,326.32,0,2022-05-11
102518,2379,email,afterpay,3.24,0,2022-09-22
102519,2665,paid_search,paypal,93.68,0,2023-07-29
102520,404,organic,credit_card,108.39,0,2022-04-03
102521,2556,social,credit_card,56.39,0,2022-08-15
102522,1940,organic,credit_card,121.01,0,2023-07-27
102523,1151,paid_search,credit_card,40.68,0,2022-05-17
102524,1736,organic,credit_card,69.34,0,2022-11-22
102525,1039,social,credit_card,50.89,0,2023-11-07
102526,2274,email,credit_card,47.93,0,2023-04-27
102527,2913,organic,paypal,73.62,0,2023/07/19
102528,745,organic,afterpay,43.95,0,2022-07-06
102529,2541,organic,credit_card,45.66,0,2023-03-13
102530,319,social,,66.12,0,2023-12-15
102531,1243,paid_search,credit_card,135.72,0,2023-08-08
102532,773,paid_search,credit_card,136.59,0,2023-08-26
102533,1917,organic,credit_card,78.07,0,2023-02-10
102534,2500,paid_search,,161.79,0,2023-09-12
102535,944,paid_search,credit_card,365.05,0,2023-05-01
102536,2896,paid search,afterpay,165.64,0,2022-08-21
102537,2015,organic,credit_card,59.8,0,2023-04-28
102538,1214,paid search,afterpay,175.98,0,2022-08-06
102539,2932,paid_search,credit_card,40.16,0,2023-10-01
102540,419,paid_search,paypal,56.22,0,2023-02-03
102541,865,paid_search,,230.23,0,2023-01-06
102542,789,social,afterpay,138.1,0,2022-10-20
102543,1872,Paid Search,afterpay,116.69,0,2023-09-12
102544,495,email,credit_card,14.52,0,2023-07-28
102545,1063,organic,paypal,125.08,0,2023-08-05
102546,2210,organic,afterpay,156.23,0,2022-12-03
102547,2026,organic,credit_card,185.37,1,2023-10-31
102548,2169,paid_search,paypal,57.57,0,15.07.2022
102549,2447,organic,credit_card,26.69,0,2023-10-14
102550,1986,organic,credit_card,25.79,0,29.04.2022
102551,728,paid_search,paypal,96.79,0,08-19-2022
102552,561,social,credit_card,7.51,0,2022-10-29
102553,2652,social,credit_card,89.06,0,2022-03-23
102554,1153,paid_search,credit_card,120.95,0,2023-06-04
102555,540,paid_search,paypal,117.1,0,2022-08-17
102556,2404,social,paypal,86.34,0,2022-02-23
102557,660,paid_search,credit_card,95.9,0,2023-11-27
102558,2480,social,,251.17,0,2022-09-11
102559,1864,email,credit_card,105.58,1,2022-09-09
102560,2611,email,paypal,319.68,0,2023-11-25
102561,1451,paid_search,credit_card,150.53,1,2022-10-24
102562,817,Paid Search,credit_card,30.38,0,2022-04-14
102563,1945,social,paypal,32.92,0,2022-04-18
102564,2759,paid_search,paypal,13.8,0,07-29-2023
102565,1216,social,paypal,36.75,0,2023-04-11
102566,12,paid_search,afterpay,90.02,0,2022-04-06
102567,2287,social,credit_card,115.54,0,2023-01-23
102568,1896,organic,paypal,20.36,1,2022-02-18
102569,2501,organic,credit_card,145.62,0,2023-12-08
102570,2431,paid search,afterpay,200.45,0,2023-08-20
102571,2830,paid_search,paypal,78.1,0,2023-08-29
102572,48,organic,credit_card,107.76,0,2023-04-12
102573,2365,paid_search,paypal,62.52,0,2023-04-17
102574,2257,organic,afterpay,34.0,1,2022-02-09
102575,1571,paid search,credit_card,234.71,0,2023-05-16
102576,577,paid_search,credit_card,143.37,0,2023-10-25
102577,2363,organic,paypal,70.58,0,2023-01-14
102578,754,paid_search,credit_card,194.33,0,2023-09-25
102579,1060,organic,paypal,187.39,0,2023-02-07
102580,2963,social,credit_card,72.71,0,2022-07-25
102581,2803,organic,afterpay,73.89,0,2023-06-30
102582,554,social,paypal,115.74,0,2022-06-10
102583,403,organic,afterpay,16.7,0,2023-08-20
102584,1131,paid_search,credit_card,149.47,0,20.11.2022
102585,2087,paid search,credit_card,53.22,0,2023-12-28
102586,2629,organic,credit_card,122.4,0,2023-01-19
102587,2228,organic,credit_card,29.84,0,2022-09-12
102588,2060,paid_search,afterpay,19.49,0,2023-07-09
102589,2991,organic,afterpay,213.05,0,2023-06-24
102590,548,Paid Search,paypal,144.58,0,2023-02-03
102591,1150,paid search,paypal,93.42,0,2023-11-28
102592,63,organic,,124.52,0,2023-09-13
102593,844,Paid Search,afterpay,49.24,0,2023-11-14
102594,1009,email,paypal,131.68,0,2023-06-15
102595,1843,email,credit_card,90.66,0,2022-05-01
102596,2032,organic,credit_card,130.21,0,2023-11-18
102597,1323,organic,paypal,76.15,1,2022-04-13
102598,2082,paid_search,afterpay,65.43,0,09/04/2023
102599,752,organic,credit_card,78.33,0,2023-12-21
102600,49,organic,credit_card,50.74,0,2023-01-14
102601,658,organic,paypal,110.26,0,2022-10-21
102602,1661,organic,paypal,90.05,0,2022-10-29
102603,701,Paid Search,paypal,71.45,0,2023-06-24
102604,1081,paid_search,credit_card,42.6,0,2023-06-23
102605,2157,organic,paypal,99.65,0,2023-10-10
102606,1541,paid_search,paypal,239.17,1,2023-03-27
102607,2072,paid_search,credit_card,181.56,0,2022-04-13
102608,2269,paid search,,177.38,0,2022-04-15
102609,1984,email,paypal,53.22,1,2023-11-17
102610,315,email,afterpay,139.73,0,18/06/2023
102611,2342,Paid Search,credit_card,97.48,0,2023-08-28
102612,1701,social,paypal,152.77,0,2022-06-26
102613,1018,organic,paypal,93.93,0,2022-03-18
102614,638,Paid Search,credit_card,34.53,0,2022-05-16
102615,2315,social,credit_card,78.82,0,2022-05-20
102616,2136,Paid Search,credit_card,23.84,0,2022-12-14
102617,2503,organic,credit_card,24.28,0,2022-06-01
102618,1650,organic,credit_card,59.12,1,2023-06-14
102619,2805,paid_search,paypal,33.44,1,2022-03-15
102620,2479,paid search,credit_card,58.89,0,2022-05-10
102621,1776,email,afterpay,40.76,0,2022-12-08
102622,1967,organic,paypal,42.86,0,2022-09-02
102623,2959,email,credit_card,139.17,0,2023-05-09
102624,1964,organic,credit_card,71.99,0,2023-03-30
102625,1768,email,afterpay,46.47,0,2023-02-24
102626,242,social,afterpay,86.07,1,2023-12-29
102627,702,organic,credit_card,77.46,0,2022-05-23
102628,2950,organic,paypal,93.25,0,2022-10-30
102629,741,organic,,103.86,0,2022-05-13
102630,2114,email,,70.45,0,2022-08-29
102631,2426,paid_search,credit_card,32.87,0,2022-02-22
102632,2436,social,paypal,106.96,0,2022-07-09
102633,1815,organic,paypal,109.26,0,2023-01-09
102634,781,email,credit_card,94.62,0,2023-03-07
102635,2257,organic,afterpay,94.87,0,2023-04-30
102636,16,organic,credit_card,79.22,0,2023-12-31
102637,986,paid_search,credit_card,79.83,0,2022-06-23
102638,367,paid_search,credit_card,24.16,0,2023-03-04
102639,2828,organic,credit_card,101.81,0,2023-07-21
102640,1253,Paid Search,credit_card,59.18,0,2022-06-21
102641,2488,organic,afterpay,81.91,0,2022-09-28
102642,690,Paid Search,credit_card,121.56,0,2022-11-19
102643,1060,paid_search,credit_card,24.66,0,2022-04-23
102644,847,organic,credit_card,61.79,0,2023-08-14
102645,422,paid_search,credit_card,116.06,0,2022-07-21
102646,1644,social,paypal,56.81,0,2023-09-03
102647,1213,organic,paypal,37.14,0,2023-07-11
102648,608,paid_search,afterpay,120.76,0,2023-07-27
102649,1339,social,paypal,120.09,1,2022-05-21
102650,20,organic,credit_card,98.0,0,2022-08-31
102651,676,Paid Search,credit_card,38.01,0,2023-04-14
102652,382,organic,paypal,73.13,0,2022-12-19
102653,609,organic,credit_card,287.91,1,2022-04-25
102654,2191,social,paypal,76.94,0,2023-02-11
102655,62,organic,credit_card,49.01,0,2022-03-25
102656,1266,paid_search,credit_card,71.46,0,2023-06-11
102657,2286,social,credit_card,54.61,0,2022-10-14
102658,1155,organic,credit_card,48.54,1,2023-09-09
102659,1629,Paid Search,credit_card,31.47,0,2022-09-08
102660,1627,email,credit_card,107.59,0,2023-11-17
102661,1147,Paid Search,paypal,105.83,0,2022-05-11
102662,1464,organic,credit_card,214.74,0,2022-06-09
102663,927,Paid Search,credit_card,75.67,0,2022-09-07
102664,2390,organic,credit_card,38.75,0,2023-05-23
102665,1443,organic,credit_card,119.9,0,2023-05-04
102666,1654,social,,122.04,0,2022-02-22
102667,2503,organic,afterpay,32.91,0,2023-12-22
102668,282,organic,afterpay,31.4,0,2023-08-14
102669,886,paid_search,paypal,144.06,0,2023-10-22
102670,1025,email,,19.65,0,2022-12-26
102671,723,organic,paypal,123.4,1,2023-12-23
102672,1799,organic,credit_card,136.4,0,2023-05-26
102673,1236,Paid Search,paypal,34.45,0,2023-01-05
102674,87,paid_search,credit_card,148.94,0,2022-07-29
102675,665,paid_search,paypal,34.22,0,2023-03-28
102676,862,email,afterpay,152.7,0,2023-05-28
102677,1723,organic,credit_card,4.21,1,2022-03-21
102678,2109,organic,paypal,73.88,0,2022-03-02
102679,2845,organic,credit_card,133.21,0,2022-04-26
102680,2143,social,afterpay,86.75,0,2023-06-17
102681,786,paid_search,credit_card,90.71,0,2023-07-31
102682,1577,social,,115.79,0,2022-12-26
102683,1668,email,paypal,82.13,0,2023-10-03
102684,2345,organic,credit_card,42.09,0,2023-04-10
102685,694,email,credit_card,90.41,0,2023-09-11
102686,2447,organic,credit_card,74.45,0,2023-12-19
102687,2994,paid_search,paypal,125.29,0,2022-10-07
102688,1255,social,credit_card,117.03,0,2022-06-14
102689,534,social,credit_card,125.77,0,2023-12-22
102690,402,social,credit_card,212.31,0,2023-01-31
102691,130,paid_search,credit_card,54.16,0,2023-08-29
102692,2340,email,credit_card,118.03,0,2023-04-01
102693,276,social,paypal,29.93,0,2023-03-22
102694,2960,paid_search,,64.13,0,2023-11-18
102695,1859,email,afterpay,48.6,0,2023-06-27
102696,2974,email,afterpay,82.46,0,2023-02-20
102697,55,paid_search,paypal,134.87,0,2023-02-23
102698,2787,social,credit_card,165.06,1,2023-04-25
102699,765,social,credit_card,123.41,0,2023-08-18
102700,1221,social,credit_card,145.63,1,2022-11-30
102701,642,organic,credit_card,47.94,1,2022-05-10
102702,1848,paid search,credit_card,221.21,0,2022-12-03
102703,724,email,afterpay,113.88,0,2023-08-11
102704,1214,organic,paypal,32.74,0,2022-03-14
102705,802,social,,57.54,0,2023-05-14
102706,738,Paid Search,credit_card,68.12,0,2023-04-16
102707,758,organic,credit_card,145.78,0,2022-12-24
102708,1592,organic,paypal,66.38,0,2023-08-23
102709,2615,social,credit_card,29.53,0,2022-03-05
102710,1300,paid_search,credit_card,36.14,0,2023-03-19
102711,1842,paid_search,afterpay,42.82,0,2023-10-19
102712,340,paid_search,credit_card,52.94,0,2022-05-25
102713,153,paid_search,afterpay,84.45,0,23/06/2023
102714,1589,organic,credit_card,98.8,0,2022-03-28
102715,1422,social,afterpay,22.63,1,2023-08-10
102716,1468,social,credit_card,95.19,0,2023-01-18
102717,427,organic,credit_card,86.23,0,2022-12-26
102718,2252,Paid Search,credit_card,108.42,0,2023-07-31
102719,1136,paid search,credit_card,54.97,0,2022-10-28
102720,2373,organic,credit_card,118.7,0,2022-08-15
102721,950,email,afterpay,144.53,0,2023-03-20
102722,2999,paid_search,paypal,354.46,0,2023-10-30
102723,1374,organic,credit_card,95.3,0,2022-04-20
102724,2031,paid_search,credit_card,120.14,0,2023-11-19
102725,2987,paid_search,credit_card,54.32,0,2022-04-24
102726,957,organic,credit_card,19.97,0,2022-06-17
102727,1702,organic,paypal,46.46,0,2023-07-24
102728,2942,organic,credit_card,51.94,0,2023-12-21
102729,2483,Paid Search,afterpay,106.83,0,2022-12-03
102730,1304,paid_search,credit_card,50.27,0,2022-12-08
102731,371,email,paypal,128.87,0,2023-02-23
102732,2981,Paid Search,afterpay,104.49,0,2023-08-03
102733,2297,social,credit_card,135.76,0,2023-06-21
102734,2939,social,credit_card,387.18,0,2023-02-23
102735,2229,Paid Search,credit_card,229.42,0,2022/11/20
102736,703,social,credit_card,49.66,0,2022-07-29
102737,1675,Paid Search,paypal,40.48,0,2023-12-04
102738,2126,paid_search,credit_card,84.65,0,2023-04-05
102739,2967,paid_search,paypal,43.92,0,2023-07-09
102740,2933,social,credit_card,138.67,0,2023-12-13
102741,2384,Paid Search,credit_card,104.91,0,2022-12-09
102742,50,paid_search,afterpay,24.73,0,2022-04-21
102743,2133,organic,credit_card,59.02,0,2022-02-14
102744,2743,paid_search,credit_card,104.28,0,2022-03-26
102745,2052,organic,credit_card,29.66,0,2023-04-23
102746,993,email,paypal,107.69,1,2022-04-06
102747,2365,paid_search,credit_card,214.59,0,2023-02-07
102748,1135,organic,afterpay,140.8,0,2023-06-18
102749,1358,organic,credit_card,31.52,0,2023-08-24
102750,1875,organic,credit_card,14.88,0,2022-05-07
102751,763,organic,paypal,40.5,0,2023-07-18
102752,2660,email,credit_card,15.35,0,2022-10-18
102753,1005,email,credit_card,48.6,0,2023-09-08
102754,2962,email,credit_card,46.47,0,2022-10-06
102755,2847,social,afterpay,16.36,0,2022-06-07
102756,2167,paid search,credit_card,40.09,1,2023-06-14
102757,350,email,credit_card,148.64,0,2022-03-18
102758,2965,email,paypal,45.3,0,2022-10-26
102759,687,email,,153.51,0,2023-11-02
102760,542,email,paypal,83.75,1,2023-07-27
102761,361,social,afterpay,124.28,0,2022-05-05
102762,2756,organic,afterpay,38.19,0,13/12/2022
102763,2733,paid_search,credit_card,27.72,1,2023-10-05
102764,2378,paid search,credit_card,33.67,0,2022-04-12
102765,2267,Paid Search,paypal,89.75,0,2023-09-16
102766,2256,social,credit_card,103.71,0,2023-04-25
102767,1694,social,credit_card,101.08,0,2023-02-02
102768,2893,Paid Search,,20.54,0,2023-10-13
102769,85,organic,paypal,177.43,1,2023-10-07
102770,685,paid_search,afterpay,28.71,0,2023-03-17
102771,245,organic,paypal,128.6,1,2022-05-02
102772,2920,paid_search,credit_card,62.42,0,2023-06-24
102773,1359,paid search,afterpay,162.76,0,2023-07-13
102774,596,organic,paypal,29.27,0,2022-05-21
102775,2733,organic,credit_card,69.27,0,2023-12-04
102776,1157,paid_search,afterpay,67.82,0,2022-04-30
102777,1824,social,credit_card,34.97,1,2023-09-30
102778,1798,organic,paypal,121.04,0,2022-10-30
102779,350,social,credit_card,55.06,0,2022-10-05
102780,2330,paid_search,afterpay,18.76,0,2023-01-27
102781,2341,organic,paypal,166.8,0,2023-02-13
102782,1293,Paid Search,credit_card,119.02,0,2022-08-25
102783,1885,email,credit_card,83.7,0,2023-01-11
102784,1561,Paid Search,credit_card,17.32,0,2023-05-01
102785,984,social,paypal,48.51,1,2022-04-08
102786,2068,social,credit_card,195.94,0,2023-08-12
102787,2807,social,,33.71,0,2022-03-15
102788,1864,organic,afterpay,33.36,0,2022-09-17
102789,1980,social,paypal,46.53,0,2023-04-20
102790,1737,email,credit_card,68.79,0,2022-09-22
102791,2453,social,afterpay,46.91,0,2022-08-18
102792,1139,social,afterpay,83.88,0,2023-06-12
102793,1919,paid_search,credit_card,51.84,0,2022-03-04
102794,701,paid_search,credit_card,77.89,0,2022-10-22
102795,2074,social,,82.81,0,2022-05-24
102796,566,paid_search,credit_card,35.91,0,2023-05-05
102797,395,email,afterpay,194.61,0,2022-11-03
102798,1957,email,,179.41,0,2022-06-26
102799,523,social,credit_card,134.93,0,2023-01-23
102800,1563,email,,51.97,0,2022-02-06
102801,2910,paid_search,credit_card,56.77,0,2023-01-06
102802,1107,email,credit_card,98.91,0,2023-06-09
102803,2850,paid_search,credit_card,65.22,0,2022-05-19
102804,550,organic,credit_card,75.81,0,2022-04-12
102805,1469,paid search,credit_card,62.95,0,2023-01-06
102806,2135,paid_search,credit_card,60.92,0,2023-12-06
102807,833,email,credit_card,61.68,0,2022-05-11
102808,387,paid_search,credit_card,47.18,0,2022-12-24
102809,963,email,afterpay,46.07,0,2022-03-05
102810,2716,organic,paypal,239.63,0,2022-06-23
102811,1422,social,afterpay,49.92,0,2022-10-02
102812,286,social,credit_card,211.36,0,2023-10-25
102813,2746,social,credit_card,270.6,0,2023-12-12
102814,369,paid_search,credit_card,107.07,0,2022-09-05
102815,2703,social,credit_card,201.79,0,2023-04-10
102816,1446,paid_search,paypal,38.79,0,2022-03-26
102817,1742,social,paypal,162.79,0,2023-09-15
102818,2702,Paid Search,credit_card,79.08,0,2022-07-01
102819,2745,organic,credit_card,132.8,0,2022-03-27
102820,1467,organic,credit_card,79.96,0,2023-07-02
102821,1777,paid_search,paypal,14.85,0,2023-04-24
102822,1544,email,credit_card,67.38,0,2022-03-07
102823,915,Paid Search,paypal,151.02,0,2022-05-30
102824,288,social,credit_card,121.48,0,2022-08-16
102825,95,Paid Search,afterpay,116.54,0,2023-08-20
102826,2717,email,credit_card,47.77,0,2023-06-29
102827,2089,paid_search,credit_card,28.03,0,2023-09-17
102828,331,organic,paypal,256.82,0,2023-03-29
102829,1837,social,credit_card,114.35,0,2023-07-02
102830,1805,social,afterpay,113.22,0,2023-12-18
102831,1179,Paid Search,paypal,172.09,0,2022-06-19
102832,2552,paid_search,paypal,84.81,0,2023-11-12
102833,275,organic,paypal,24.33,0,2023-10-21
102834,1589,paid_search,credit_card,152.05,1,2022-03-16
102835,2227,social,paypal,76.04,0,2022-09-07
102836,1957,Paid Search,credit_card,166.89,0,2023-08-22
102837,1776,paid_search,paypal,108.93,0,2022-10-16
102838,2185,Paid Search,paypal,87.18,0,2023-06-28
102839,767,organic,paypal,55.23,1,2023-02-12
102840,988,social,credit_card,67.36,0,2022-11-16
102841,1760,social,credit_card,68.99,0,2023-05-16
102842,1204,organic,paypal,162.18,1,2022-05-14
102843,2291,organic,credit_card,58.88,0,2022-06-29
102844,1120,organic,credit_card,131.14,0,2022-04-25
102845,197,email,credit_card,64.1,0,2022-02-26
102846,526,Paid Search,credit_card,8.59,0,2022-07-25
102847,632,paid_search,credit_card,49.43,0,2023-11-03
102848,1411,paid_search,afterpay,114.13,0,2023-03-29
102849,408,email,credit_card,130.89,1,2023-11-16
102850,1293,social,credit_card,122.74,0,2023-01-12
102851,1195,organic,credit_card,21.66,1,2022-11-29
102852,1949,paid_search,credit_card,9.32,0,2022-11-25
102853,691,social,paypal,37.17,0,2022-06-15
102854,2218,paid_search,credit_card,52.84,0,2022-03-27
102855,159,paid_search,credit_card,82.13,0,2022-03-28
102856,2495,email,,107.49,0,2023-02-09
102857,1690,email,credit_card,34.35,0,2023-09-11
102858,1938,email,credit_card,97.78,0,2023-01-05
102859,1018,organic,credit_card,102.9,0,2023-05-03
102860,1081,organic,credit_card,174.12,0,2023-01-21
102861,112,paid_search,paypal,162.66,0,2022-06-12
102862,48,social,,82.6,0,2023-06-08
102863,1911,social,paypal,75.17,0,2023-08-08
102864,376,social,paypal,43.67,0,2022-05-21
102865,828,email,,46.08,0,2023-09-05
102866,2081,social,paypal,56.81,0,2022-06-06
102867,2552,organic,credit_card,26.48,0,2022-11-23
102868,627,organic,credit_card,14.95,0,2022-07-29
102869,1920,paid_search,credit_card,54.95,0,2022-08-16
102870,1027,paid_search,credit_card,57.91,0,2022-05-12
102871,1892,organic,credit_card,149.53,0,2023-08-27
102872,2090,social,paypal,75.08,0,2022-08-02
102873,2057,organic,credit_card,36.31,0,2022-02-09
102874,819,social,paypal,112.78,0,2023-03-20
102875,657,social,credit_card,64.72,0,2023-08-20
102876,1812,organic,credit_card,24.64,1,2023-12-24
102877,790,organic,credit_card,92.22,0,2022-05-15
102878,1460,organic,credit_card,89.09,0,2022-06-06
102879,1155,organic,paypal,110.13,0,2023-07-31
102880,1630,Paid Search,afterpay,21.38,0,2023-12-09
102881,1544,social,credit_card,108.31,0,2022-10-28
102882,2646,paid search,paypal,256.65,0,2023-05-12
102883,1674,paid_search,afterpay,293.46,0,2022-05-29
102884,1905,paid_search,credit_card,198.82,1,2022-05-03
102885,1437,paid search,credit_card,63.66,0,2023-10-05
102886,936,organic,credit_card,144.31,0,2023-05-31
102887,21,organic,credit_card,34.8,0,2022-04-28
102888,999,email,,90.26,0,2022-09-22
102889,1432,paid_search,paypal,125.48,0,2022-06-04
102890,457,social,credit_card,54.29,0,2022-08-22
102891,1468,organic,paypal,52.73,0,2022-03-04
102892,2028,organic,afterpay,49.88,0,2023-01-23
102893,265,paid_search,credit_card,281.38,0,2023-05-09
102894,2232,email,credit_card,70.46,0,2023-08-05
102895,2275,social,credit_card,126.18,0,2022-05-05
102896,2047,organic,paypal,115.04,0,2023-07-07
102897,969,email,paypal,49.22,0,2023-03-15
102898,805,paid_search,,84.21,0,2022-05-11
102899,1254,organic,credit_card,71.46,0,02/10/2022
102900,723,organic,credit_card,120.05,1,2022-03-30
102901,1096,paid_search,afterpay,222.34,0,2023-01-23
102902,1002,Paid Search,afterpay,64.06,0,2023/06/06
102903,2923,organic,credit_card,70.82,0,2022-12-17
102904,84,email,credit_card,106.41,0,2022-02-19
102905,740,social,credit_card,98.26,0,2023-01-23
102906,1758,social,credit_card,93.15,0,2022-05-28
102907,1994,Paid Search,afterpay,75.42,0,2022-06-16
102908,223,social,credit_card,154.11,0,2022-11-23
102909,2841,paid_search,paypal,154.23,0,2023-07-10
102910,2781,social,credit_card,108.76,0,2022-05-12
102911,2453,email,credit_card,187.81,0,2023-02-15
102912,1193,paid search,credit_card,18.91,0,2022-07-05
102913,329,paid_search,credit_card,200.59,0,2023-09-17
102914,426,organic,afterpay,213.08,0,23/09/2023
102915,1578,email,paypal,38.96,0,2022-05-16
102916,770,organic,paypal,113.73,0,2023-11-04
102917,1220,social,credit_card,69.29,0,2023-07-11
102918,608,paid_search,credit_card,148.22,0,2022-06-08
102919,1853,paid_search,credit_card,211.19,0,2023-03-08
102920,2574,social,credit_card,272.14,1,2023-08-26
102921,2673,organic,paypal,121.62,0,2023-07-14
102922,2125,paid_search,credit_card,96.74,0,2023-08-11
102923,2047,organic,credit_card,120.34,0,2023-08-04
102924,1301,social,credit_card,33.37,0,2022-06-04
102925,920,organic,credit_card,160.12,0,2023-01-26
102926,2994,organic,,135.04,0,05.04.2022
102927,466,social,credit_card,110.47,0,2023-10-17
102928,1965,paid_search,credit_card,38.11,0,2022-05-13
102929,1472,organic,paypal,61.2,0,2023-08-15
102930,1946,Paid Search,credit_card,66.22,0,2022-11-04
102931,1184,paid_search,paypal,57.99,0,2022-09-15
102932,2540,paid_search,afterpay,128.63,0,2022-02-23
102933,2361,email,credit_card,63.79,0,2023-12-29
102934,1655,social,credit_card,42.48,0,2022-04-05
102935,2040,organic,credit_card,181.87,0,2022-07-07
102936,1185,Paid Search,paypal,245.87,0,2023-02-25
102937,2356,organic,afterpay,18.42,0,2022-06-29
102938,1699,organic,credit_card,29.01,0,2023-01-29
102939,2739,email,credit_card,40.95,0,2023-12-13
102940,2137,paid_search,paypal,72.68,0,2023-05-10
102941,2783,email,,323.3,0,2023-11-07
102942,778,organic,afterpay,61.93,0,2023-03-06
102943,2799,organic,paypal,61.99,0,2023-03-12
102944,2419,paid_search,credit_card,58.49,0,2022-06-12
102945,2499,paid_search,paypal,67.48,0,2022-08-16
102946,167,social,credit_card,84.2,0,2023-11-09
102947,2440,Paid Search,credit_card,170.78,0,2022-03-07
102948,736,Paid Search,credit_card,184.29,0,2023-03-27
102949,2539,paid search,afterpay,118.54,0,2023-02-12
102950,925,social,credit_card,52.66,1,2023-03-06
102951,1174,email,paypal,149.87,1,2022-09-08
102952,1492,paid_search,credit_card,191.01,0,2023-12-29
102953,1990,social,paypal,41.57,0,2023-07-02
102954,1067,paid_search,credit_card,153.11,0,2023-09-06
102955,945,social,,75.1,0,2023-01-08
102956,29,email,paypal,37.24,0,2023-03-23
102957,1898,organic,credit_card,140.94,1,2023-05-02
102958,1656,Paid Search,credit_card,219.66,0,2022-11-24
102959,1873,email,paypal,182.78,0,2022-12-28
102960,1055,paid_search,credit_card,8.87,0,2023-12-12
102961,2741,email,credit_card,263.14,0,2023-01-05
102962,1698,organic,paypal,125.49,0,2022-11-25
102963,2176,paid search,paypal,9.74,0,2023-12-09
102964,2815,email,credit_card,17.51,0,2022-12-09
102965,2489,paid_search,credit_card,62.21,0,2023-09-06
102966,2917,paid_search,paypal,43.21,0,2022-03-27
102967,1412,organic,afterpay,114.29,0,2023-12-26
102968,1790,organic,afterpay,74.57,1,2023-07-19
102969,1666,paid_search,credit_card,90.81,0,2022-05-16
102970,524,social,afterpay,154.18,0,2022-07-25
102971,1571,email,credit_card,219.62,0,2022-11-21
102972,1734,social,credit_card,95.92,1,2023-08-05
102973,760,social,credit_card,76.37,0,2023-02-10
102974,2158,social,afterpay,83.84,0,2023-04-26
102975,1352,social,,60.2,1,2023-04-21
102976,1269,social,,102.79,0,2022-04-01
102977,1786,paid_search,paypal,214.17,0,2023-02-27
102978,1853,paid_search,credit_card,148.23,0,2023-02-25
102979,2211,organic,credit_card,304.05,0,2022-08-31
102980,2608,social,credit_card,132.82,1,2023-11-29
102981,399,organic,credit_card,187.05,0,2023-12-17
102982,2631,organic,paypal,73.13,0,2023-07-20
102983,2447,paid_search,credit_card,41.1,0,2022-09-28
102984,1670,email,paypal,107.36,0,2023-06-03
102985,239,social,paypal,65.26,0,2022-06-02
102986,1604,paid_search,afterpay,76.43,1,2022-10-11
102987,1147,social,credit_card,72.48,0,2022-06-21
102988,1558,email,paypal,54.85,0,2023-04-28
102989,2158,Paid Search,credit_card,201.95,0,2022-07-03
102990,1295,paid_search,credit_card,66.82,0,2022-12-05
102991,300,Paid Search,credit_card,28.92,0,2023-08-14
102992,1766,paid_search,credit_card,49.81,0,2022-12-14
102993,764,email,credit_card,56.04,1,2023-07-14
102994,249,social,paypal,74.69,0,2022-11-23
102995,2569,social,afterpay,73.36,0,2023-01-11
102996,34,Paid Search,paypal,40.36,0,2023-09-04
102997,228,email,credit_card,65.77,1,2023-09-20
102998,585,organic,afterpay,23.78,0,2022-11-09
102999,2861,organic,afterpay,53.81,0,2022-08-27
103000,724,organic,paypal,16.86,1,2023-08-06
103001,2632,social,credit_card,39.52,0,2022-05-07
103002,570,social,credit_card,103.94,0,2023-04-28
103003,220,Paid Search,paypal,58.74,0,2023-02-08
103004,1395,social,credit_card,52.95,0,2023-11-10
103005,2835,paid_search,credit_card,51.8,1,2022-04-14
103006,2576,organic,credit_card,70.28,0,2023-12-13
103007,2123,organic,credit_card,95.22,0,2022-12-30
103008,1642,Paid Search,afterpay,194.58,0,2023-02-28
103009,136,social,afterpay,351.83,0,17.05.2022
103010,2122,social,credit_card,119.3,0,2022-05-12
103011,254,organic,credit_card,189.87,0,2023-01-25
103012,1955,organic,credit_card,161.47,0,2022-12-26
103013,50,email,credit_card,26.81,0,2023-10-11
103014,515,organic,credit_card,124.68,0,03-02-2023
103015,2792,paid_search,paypal,159.06,0,2022-03-07
103016,2779,organic,credit_card,164.31,0,2022-07-07
103017,2619,Paid Search,credit_card,18.38,0,2022-10-31
103018,1838,paid_search,credit_card,61.23,0,2023-03-03
103019,576,organic,credit_card,107.75,0,2022-08-26
103020,1166,Paid Search,credit_card,105.12,0,2023-09-28
103021,903,paid_search,credit_card,72.7,0,2023-10-14
103022,2250,organic,credit_card,141.28,0,2022-12-03
103023,2255,social,afterpay,44.97,0,2023-10-19
103024,415,social,credit_card,122.25,0,2023-07-21
103025,2269,organic,paypal,49.27,0,2023-05-08
103026,2806,organic,,187.69,0,2022-10-10
103027,1105,organic,paypal,51.53,1,2022-10-25
103028,763,Paid Search,credit_card,41.01,0,2022-08-28
103029,563,social,credit_card,47.75,1,2023-08-21
103030,2417,organic,afterpay,59.04,0,2023-07-24
103031,1516,paid_search,paypal,53.93,0,2023-06-18
103032,1935,organic,credit_card,191.48,0,2023-06-29
103033,2944,paid_search,credit_card,28.67,0,2023-09-03
103034,1370,organic,credit_card,65.52,0,2022-06-28
103035,204,email,credit_card,105.62,0,2023-11-04
103036,1577,social,paypal,62.1,0,2022-04-24
103037,69,paid_search,credit_card,182.07,1,2022-03-14
